what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301833523602
opened,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.eclipse.views.CloverView",1301833534934
error,log,,,"Invalid ZIP archive: src/org/htmlparser/util/SimpleNodeIterator.java [in HTMLParser]",1301833535114
opened,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.eclipse.views.testrunexplorer",1301833535154
opened,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.core.views.testcontributions",1301833535326
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833537300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833543705
opened,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.core.views.dashboard",1301833544233
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1301833559751
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1301833560576
activated,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.eclipse.views.CloverView",1301833595354
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833610835
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833654803
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301833654921
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833659864
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833692698
activated,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.eclipse.views.CloverView",1301833693028
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301833696504
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833702741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833705284
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1301833705297
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833707444
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833726178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1301833726199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833729980
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301833746310
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301833749039
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833755315
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1301833762341
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1301833763426
activated,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.eclipse.views.CloverView",1301833799606
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301833842543
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301833847247
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301834067740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834126990
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1301834157943
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1301834158706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834166726
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834252450
activated,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.eclipse.views.CloverView",1301834255294
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1301834258228
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301834260478
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301834264348
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1301834274540
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1301834274620
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834274923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834276304
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301834281285
error,log,,,"Invalid ZIP archive: src/org/htmlparser/util/SimpleNodeIterator.java [in HTMLParser]",1301834284049
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301834284079
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834287311
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834301627
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834306905
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834441363
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834442369
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834760720
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1301834763351
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1301834763496
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834766015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834787580
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834793164
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834993951
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1301834995646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301834996558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835116791
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301835119110
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1301835123113
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301835133951
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301835146015
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301835146573
activated,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.eclipse.views.CloverView",1301835152326
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301835187943
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835194009
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835198923
activated,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.eclipse.views.CloverView",1301835202052
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835214768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835223562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835223886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835232200
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835232571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835232646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835233111
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835326808
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301835328775
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835331189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301835373822
