what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301789722597
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789727246
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789727350
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301789729448
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789739619
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789739716
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301789741501
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1301789742710
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789758532
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789802093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1301789814965
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1301789817179
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301789824236
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301789825873
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301789826200
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301789827218
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301789828538
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301789828710
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1301789831548
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301789834023
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789840704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789846991
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301789847026
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789849782
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789853234
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301789853699
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301789853764
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301789855692
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789857652
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301789858686
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789858807
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301789858817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789859956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789933337
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301789933386
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789940858
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789954335
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789979642
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789979748
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789981837
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301789982120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301790002230
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301790091061
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301790118534
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301790142374
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301790142400
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301790142693
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301790147864
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301790148058
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301790157569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301790181193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301790193631
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301790209049
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301790210716
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1301790213559
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1301790214009
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301790217016
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301790222215
