what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1301836202841
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1301836202841
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1301836202842
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1301836202842
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1301836202843
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1301836202844
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1301836202844
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1301836202845
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1301836202845
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1301836202846
started,bundle,com.collabnet.subversion.merge,2.2.3,"com.collabnet.subversion.merge",1301836202846
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1301836202847
started,bundle,org.tigris.subversion.subclipse.core,1.6.17,"org.tigris.subversion.subclipse.core",1301836202847
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1301836202847
started,bundle,org.tigris.subversion.subclipse.ui,1.6.17,"org.tigris.subversion.subclipse.ui",1301836202849
started,bundle,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.core",1301836202855
started,bundle,com.cenqua.clover.runtime,3.0.2.v20100413110000,"com.cenqua.clover.runtime",1301836202856
started,bundle,com.cenqua.clover.testoptimization,3.0.2.v20100413110000,"com.cenqua.clover.testoptimization",1301836202856
os,sysinfo,,,"win32",1301836202859
arch,sysinfo,,,"x86",1301836202859
ws,sysinfo,,,"win32",1301836202859
locale,sysinfo,,,"de_AT",1301836202859
processors,sysinfo,,,"2",1301836202859
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1301836202859
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1301836202859
java.specification.name,sysinfo,,,"Java Platform API Specification",1301836202859
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1301836202859
java.specification.version,sysinfo,,,"1.6",1301836202859
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1301836202859
java.version,sysinfo,,,"1.6.0_20",1301836202859
java.vm.info,sysinfo,,,"mixed mode, sharing",1301836202859
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1301836202859
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1301836202859
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1301836202859
java.vm.specification.version,sysinfo,,,"1.0",1301836202859
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1301836202859
java.vm.version,sysinfo,,,"16.3-b01",1301836202859
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1301836202942
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1301836202943
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1301836202994
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1301836202999
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1301836203207
error,log,,,"Exception in Decorator. The 'Clover Exclusion Decorator' decorator will be disabled.",1301836203209
error,log,,,"java.lang.NullPointerException",1301836203210
activated,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.eclipse.views.CloverView",1301836214042
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836216086
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836229525
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836229881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836234943
error,log,,,"The JVM report process failed with error code 1 - see log for details",1301836234960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836235705
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836235783
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836241374
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836265972
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836266299
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836273203
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836273558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836273595
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836273784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836279227
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836280028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836305951
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1301836322296
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1301836322298
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1301836322300
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301836322340
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301836322373
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1301836328329
started,bundle,org.eclipse.wst.html.core,1.1.404.v201101190004,"org.eclipse.wst.html.core",1301836328368
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1301836333404
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1301836338085
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1301836339137
activated,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.eclipse.views.CloverView",1301836369155
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836373773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836393950
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836394611
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836397687
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836398083
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836398186
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836398295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836408672
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836427911
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836431215
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836435556
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836460360
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1301836460371
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1301836462006
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836472906
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836478856
activated,view,com.cenqua.clover.core,3.0.2.v20100413110000,"com.cenqua.clover.eclipse.views.CloverView",1301836478893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836483253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836505958
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836512508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836520976
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836524008
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836532845
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836533252
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836537478
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836537837
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836537846
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836538164
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836545358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301836546166
